YEAR,MONTH,DATE,SITE,TRANSECT,TREATMENT,SP_CODE,SIZE,COUNT,AREA,NOTES,SCIENTIFIC_NAME,COMMON_NAME,TAXON_KINGDOM,TAXON_PHYLUM,TAXON_CLASS,TAXON_ORDER,TAXON_FAMILY,TAXON_GENUS,GROUP,SURVEY,MOBILITY,GROWTH_MORPH
2008,10,10/10/08,NAPL,9,ANNUAL,SFL,4,11,80,,Mesocentrotus franciscanus,Red Urchin,Animalia,Echinodermata,Echinoidea,Camarodonta,Strongylocentrotidae,Mesocentrotus,INVERT,URCHINS,MOBILE,SOLITARY
2008,10,10/10/08,NAPL,9,ANNUAL,SFL,4.5,10,80,,Mesocentrotus franciscanus,Red Urchin,Animalia,Echinodermata,Echinoidea,Camarodonta,Strongylocentrotidae,Mesocentrotus,INVERT,URCHINS,MOBILE,SOLITARY
2008,10,10/10/08,NAPL,9,ANNUAL,SFL,5,6,80,,Mesocentrotus franciscanus,Red Urchin,Animalia,Echinodermata,Echinoidea,Camarodonta,Strongylocentrotidae,Mesocentrotus,INVERT,URCHINS,MOBILE,SOLITARY
2008,10,10/10/08,NAPL,9,ANNUAL,SFL,5.5,7,80,,Mesocentrotus franciscanus,Red Urchin,Animalia,Echinodermata,Echinoidea,Camarodonta,Strongylocentrotidae,Mesocentrotus,INVERT,URCHINS,MOBILE,SOLITARY
2008,10,10/10/08,NAPL,9,ANNUAL,SFL,6,2,80,,Mesocentrotus franciscanus,Red Urchin,Animalia,Echinodermata,Echinoidea,Camarodonta,Strongylocentrotidae,Mesocentrotus,INVERT,URCHINS,MOBILE,SOLITARY
2008,10,10/10/08,NAPL,9,ANNUAL,SFL,8,1,80,,Mesocentrotus franciscanus,Red Urchin,Animalia,Echinodermata,Echinoidea,Camarodonta,Strongylocentrotidae,Mesocentrotus,INVERT,URCHINS,MOBILE,SOLITARY
2008,10,10/10/08,NAPL,9,ANNUAL,SFL,9,1,80,,Mesocentrotus franciscanus,Red Urchin,Animalia,Echinodermata,Echinoidea,Camarodonta,Strongylocentrotidae,Mesocentrotus,INVERT,URCHINS,MOBILE,SOLITARY
2008,10,10/22/08,MOHK,2,CONTROL,SPL,4,1,80,,Strongylocentrotus purpuratus,Purple Urchin,Animalia,Echinodermata,Echinoidea,Camarodonta,Strongylocentrotidae,Strongylocentrotus,INVERT,URCHINS,MOBILE,SOLITARY
2008,10,10/22/08,MOHK,2,CONTROL,SPL,4.5,4,80,,Strongylocentrotus purpuratus,Purple Urchin,Animalia,Echinodermata,Echinoidea,Camarodonta,Strongylocentrotidae,Strongylocentrotus,INVERT,URCHINS,MOBILE,SOLITARY
2008,10,10/22/08,MOHK,2,CONTROL,SPL,5,7,80,,Strongylocentrotus purpuratus,Purple Urchin,Animalia,Echinodermata,Echinoidea,Camarodonta,Strongylocentrotidae,Strongylocentrotus,INVERT,URCHINS,MOBILE,SOLITARY
2008,10,10/22/08,MOHK,2,CONTROL,SPL,5.5,6,80,,Strongylocentrotus purpuratus,Purple Urchin,Animalia,Echinodermata,Echinoidea,Camarodonta,Strongylocentrotidae,Strongylocentrotus,INVERT,URCHINS,MOBILE,SOLITARY
2008,10,10/22/08,MOHK,2,CONTROL,SPL,6,12,80,,Strongylocentrotus purpuratus,Purple Urchin,Animalia,Echinodermata,Echinoidea,Camarodonta,Strongylocentrotidae,Strongylocentrotus,INVERT,URCHINS,MOBILE,SOLITARY
2008,10,10/22/08,MOHK,2,CONTROL,SPL,6.5,12,80,,Strongylocentrotus purpuratus,Purple Urchin,Animalia,Echinodermata,Echinoidea,Camarodonta,Strongylocentrotidae,Strongylocentrotus,INVERT,URCHINS,MOBILE,SOLITARY
2008,10,10/22/08,MOHK,2,CONTROL,SPL,7,9,80,,Strongylocentrotus purpuratus,Purple Urchin,Animalia,Echinodermata,Echinoidea,Camarodonta,Strongylocentrotidae,Strongylocentrotus,INVERT,URCHINS,MOBILE,SOLITARY
2008,10,10/22/08,MOHK,2,CONTROL,SPL,7.5,5,80,,Strongylocentrotus purpuratus,Purple Urchin,Animalia,Echinodermata,Echinoidea,Camarodonta,Strongylocentrotidae,Strongylocentrotus,INVERT,URCHINS,MOBILE,SOLITARY
2008,10,10/22/08,MOHK,2,CONTROL,SPL,8,7,80,,Strongylocentrotus purpuratus,Purple Urchin,Animalia,Echinodermata,Echinoidea,Camarodonta,Strongylocentrotidae,Strongylocentrotus,INVERT,URCHINS,MOBILE,SOLITARY
2008,10,10/22/08,MOHK,2,CONTROL,SPL,8.5,1,80,,Strongylocentrotus purpuratus,Purple Urchin,Animalia,Echinodermata,Echinoidea,Camarodonta,Strongylocentrotidae,Strongylocentrotus,INVERT,URCHINS,MOBILE,SOLITARY
2008,10,10/22/08,MOHK,2,CONTROL,SPL,9,3,80,,Strongylocentrotus purpuratus,Purple Urchin,Animalia,Echinodermata,Echinoidea,Camarodonta,Strongylocentrotidae,Strongylocentrotus,INVERT,URCHINS,MOBILE,SOLITARY
2008,10,10/22/08,MOHK,2,CONTROL,SFL,7.5,1,80,,Mesocentrotus franciscanus,Red Urchin,Animalia,Echinodermata,Echinoidea,Camarodonta,Strongylocentrotidae,Mesocentrotus,INVERT,URCHINS,MOBILE,SOLITARY
2008,10,10/22/08,MOHK,2,CONTROL,SFL,8,1,80,,Mesocentrotus franciscanus,Red Urchin,Animalia,Echinodermata,Echinoidea,Camarodonta,Strongylocentrotidae,Mesocentrotus,INVERT,URCHINS,MOBILE,SOLITARY
2008,10,10/22/08,MOHK,2,CONTROL,SFL,9,2,80,,Mesocentrotus franciscanus,Red Urchin,Animalia,Echinodermata,Echinoidea,Camarodonta,Strongylocentrotidae,Mesocentrotus,INVERT,URCHINS,MOBILE,SOLITARY
2008,10,10/22/08,MOHK,2,CONTROL,SFL,10,3,80,,Mesocentrotus franciscanus,Red Urchin,Animalia,Echinodermata,Echinoidea,Camarodonta,Strongylocentrotidae,Mesocentrotus,INVERT,URCHINS,MOBILE,SOLITARY
2008,10,10/22/08,MOHK,2,CONTROL,SFL,10.5,1,80,,Mesocentrotus franciscanus,Red Urchin,Animalia,Echinodermata,Echinoidea,Camarodonta,Strongylocentrotidae,Mesocentrotus,INVERT,URCHINS,MOBILE,SOLITARY
2008,10,10/22/08,MOHK,2,CONTROL,SFL,11,2,80,,Mesocentrotus franciscanus,Red Urchin,Animalia,Echinodermata,Echinoidea,Camarodonta,Strongylocentrotidae,Mesocentrotus,INVERT,URCHINS,MOBILE,SOLITARY
2008,10,10/22/08,MOHK,2,CONTROL,SFL,12,2,80,,Mesocentrotus franciscanus,Red Urchin,Animalia,Echinodermata,Echinoidea,Camarodonta,Strongylocentrotidae,Mesocentrotus,INVERT,URCHINS,MOBILE,SOLITARY
2008,10,10/22/08,MOHK,2,CONTROL,SFL,13,1,80,,Mesocentrotus franciscanus,Red Urchin,Animalia,Echinodermata,Echinoidea,Camarodonta,Strongylocentrotidae,Mesocentrotus,INVERT,URCHINS,MOBILE,SOLITARY
2008,10,10/22/08,MOHK,2,CONTROL,SFL,13.5,1,80,,Mesocentrotus franciscanus,Red Urchin,Animalia,Echinodermata,Echinoidea,Camarodonta,Strongylocentrotidae,Mesocentrotus,INVERT,URCHINS,MOBILE,SOLITARY
2008,10,10/22/08,MOHK,2,CONTROL,SFL,14,1,80,,Mesocentrotus franciscanus,Red Urchin,Animalia,Echinodermata,Echinoidea,Camarodonta,Strongylocentrotidae,Mesocentrotus,INVERT,URCHINS,MOBILE,SOLITARY
2008,10,10/22/08,MOHK,2,CONTROL,SFL,15,1,80,,Mesocentrotus franciscanus,Red Urchin,Animalia,Echinodermata,Echinoidea,Camarodonta,Strongylocentrotidae,Mesocentrotus,INVERT,URCHINS,MOBILE,SOLITARY
2008,10,10/22/08,MOHK,3,ANNUAL,SPL,4.5,2,80,,Strongylocentrotus purpuratus,Purple Urchin,Animalia,Echinodermata,Echinoidea,Camarodonta,Strongylocentrotidae,Strongylocentrotus,INVERT,URCHINS,MOBILE,SOLITARY
2008,10,10/22/08,MOHK,3,ANNUAL,SPL,5,3,80,,Strongylocentrotus purpuratus,Purple Urchin,Animalia,Echinodermata,Echinoidea,Camarodonta,Strongylocentrotidae,Strongylocentrotus,INVERT,URCHINS,MOBILE,SOLITARY
2008,10,10/22/08,MOHK,3,ANNUAL,SPL,5.5,5,80,,Strongylocentrotus purpuratus,Purple Urchin,Animalia,Echinodermata,Echinoidea,Camarodonta,Strongylocentrotidae,Strongylocentrotus,INVERT,URCHINS,MOBILE,SOLITARY
2008,10,10/22/08,MOHK,3,ANNUAL,SPL,6,5,80,,Strongylocentrotus purpuratus,Purple Urchin,Animalia,Echinodermata,Echinoidea,Camarodonta,Strongylocentrotidae,Strongylocentrotus,INVERT,URCHINS,MOBILE,SOLITARY
2008,10,10/22/08,MOHK,3,ANNUAL,SPL,6.5,9,80,,Strongylocentrotus purpuratus,Purple Urchin,Animalia,Echinodermata,Echinoidea,Camarodonta,Strongylocentrotidae,Strongylocentrotus,INVERT,URCHINS,MOBILE,SOLITARY
2008,10,10/22/08,MOHK,3,ANNUAL,SPL,7,8,80,,Strongylocentrotus purpuratus,Purple Urchin,Animalia,Echinodermata,Echinoidea,Camarodonta,Strongylocentrotidae,Strongylocentrotus,INVERT,URCHINS,MOBILE,SOLITARY
2008,10,10/22/08,MOHK,3,ANNUAL,SPL,7.5,10,80,,Strongylocentrotus purpuratus,Purple Urchin,Animalia,Echinodermata,Echinoidea,Camarodonta,Strongylocentrotidae,Strongylocentrotus,INVERT,URCHINS,MOBILE,SOLITARY
2008,10,10/22/08,MOHK,3,ANNUAL,SPL,8,3,80,,Strongylocentrotus purpuratus,Purple Urchin,Animalia,Echinodermata,Echinoidea,Camarodonta,Strongylocentrotidae,Strongylocentrotus,INVERT,URCHINS,MOBILE,SOLITARY
2008,10,10/22/08,MOHK,3,ANNUAL,SPL,8.5,1,80,,Strongylocentrotus purpuratus,Purple Urchin,Animalia,Echinodermata,Echinoidea,Camarodonta,Strongylocentrotidae,Strongylocentrotus,INVERT,URCHINS,MOBILE,SOLITARY
2008,10,10/22/08,MOHK,3,ANNUAL,SFL,8,1,80,,Mesocentrotus franciscanus,Red Urchin,Animalia,Echinodermata,Echinoidea,Camarodonta,Strongylocentrotidae,Mesocentrotus,INVERT,URCHINS,MOBILE,SOLITARY
2008,10,10/22/08,MOHK,3,ANNUAL,SFL,12,1,80,,Mesocentrotus franciscanus,Red Urchin,Animalia,Echinodermata,Echinoidea,Camarodonta,Strongylocentrotidae,Mesocentrotus,INVERT,URCHINS,MOBILE,SOLITARY
2008,10,10/22/08,MOHK,3,ANNUAL,SFL,14,1,80,,Mesocentrotus franciscanus,Red Urchin,Animalia,Echinodermata,Echinoidea,Camarodonta,Strongylocentrotidae,Mesocentrotus,INVERT,URCHINS,MOBILE,SOLITARY
2008,10,10/22/08,MOHK,3,ANNUAL,SFL,14.5,1,80,,Mesocentrotus franciscanus,Red Urchin,Animalia,Echinodermata,Echinoidea,Camarodonta,Strongylocentrotidae,Mesocentrotus,INVERT,URCHINS,MOBILE,SOLITARY
2008,10,10/24/08,CARP,7,CONTROL,SPL,2.5,4,80,,Strongylocentrotus purpuratus,Purple Urchin,Animalia,Echinodermata,Echinoidea,Camarodonta,Strongylocentrotidae,Strongylocentrotus,INVERT,URCHINS,MOBILE,SOLITARY
2008,10,10/24/08,CARP,7,CONTROL,SPL,3,5,80,,Strongylocentrotus purpuratus,Purple Urchin,Animalia,Echinodermata,Echinoidea,Camarodonta,Strongylocentrotidae,Strongylocentrotus,INVERT,URCHINS,MOBILE,SOLITARY
2008,10,10/24/08,CARP,7,CONTROL,SPL,3.5,12,80,,Strongylocentrotus purpuratus,Purple Urchin,Animalia,Echinodermata,Echinoidea,Camarodonta,Strongylocentrotidae,Strongylocentrotus,INVERT,URCHINS,MOBILE,SOLITARY
2008,10,10/24/08,CARP,7,CONTROL,SPL,4,5,80,,Strongylocentrotus purpuratus,Purple Urchin,Animalia,Echinodermata,Echinoidea,Camarodonta,Strongylocentrotidae,Strongylocentrotus,INVERT,URCHINS,MOBILE,SOLITARY
2008,10,10/24/08,CARP,7,CONTROL,SPL,4.5,10,80,,Strongylocentrotus purpuratus,Purple Urchin,Animalia,Echinodermata,Echinoidea,Camarodonta,Strongylocentrotidae,Strongylocentrotus,INVERT,URCHINS,MOBILE,SOLITARY
2008,10,10/24/08,CARP,7,CONTROL,SPL,5,9,80,,Strongylocentrotus purpuratus,Purple Urchin,Animalia,Echinodermata,Echinoidea,Camarodonta,Strongylocentrotidae,Strongylocentrotus,INVERT,URCHINS,MOBILE,SOLITARY
2008,10,10/24/08,CARP,7,CONTROL,SPL,5.5,6,80,,Strongylocentrotus purpuratus,Purple Urchin,Animalia,Echinodermata,Echinoidea,Camarodonta,Strongylocentrotidae,Strongylocentrotus,INVERT,URCHINS,MOBILE,SOLITARY
2008,10,10/24/08,CARP,7,CONTROL,SPL,6,7,80,,Strongylocentrotus purpuratus,Purple Urchin,Animalia,Echinodermata,Echinoidea,Camarodonta,Strongylocentrotidae,Strongylocentrotus,INVERT,URCHINS,MOBILE,SOLITARY
2008,10,10/24/08,CARP,7,CONTROL,SPL,6.5,1,80,,Strongylocentrotus purpuratus,Purple Urchin,Animalia,Echinodermata,Echinoidea,Camarodonta,Strongylocentrotidae,Strongylocentrotus,INVERT,URCHINS,MOBILE,SOLITARY
2008,10,10/24/08,CARP,7,CONTROL,SPL,7,1,80,,Strongylocentrotus purpuratus,Purple Urchin,Animalia,Echinodermata,Echinoidea,Camarodonta,Strongylocentrotidae,Strongylocentrotus,INVERT,URCHINS,MOBILE,SOLITARY
2008,10,10/24/08,CARP,7,CONTROL,SFL,3,1,80,,Mesocentrotus franciscanus,Red Urchin,Animalia,Echinodermata,Echinoidea,Camarodonta,Strongylocentrotidae,Mesocentrotus,INVERT,URCHINS,MOBILE,SOLITARY
2008,10,10/24/08,CARP,7,CONTROL,SFL,3.5,1,80,,Mesocentrotus franciscanus,Red Urchin,Animalia,Echinodermata,Echinoidea,Camarodonta,Strongylocentrotidae,Mesocentrotus,INVERT,URCHINS,MOBILE,SOLITARY
2008,10,10/24/08,CARP,7,CONTROL,SFL,4,3,80,,Mesocentrotus franciscanus,Red Urchin,Animalia,Echinodermata,Echinoidea,Camarodonta,Strongylocentrotidae,Mesocentrotus,INVERT,URCHINS,MOBILE,SOLITARY
2008,10,10/24/08,CARP,7,CONTROL,SFL,4.5,3,80,,Mesocentrotus franciscanus,Red Urchin,Animalia,Echinodermata,Echinoidea,Camarodonta,Strongylocentrotidae,Mesocentrotus,INVERT,URCHINS,MOBILE,SOLITARY
2008,10,10/24/08,CARP,7,CONTROL,SFL,5,7,80,,Mesocentrotus franciscanus,Red Urchin,Animalia,Echinodermata,Echinoidea,Camarodonta,Strongylocentrotidae,Mesocentrotus,INVERT,URCHINS,MOBILE,SOLITARY
2008,10,10/24/08,CARP,7,CONTROL,SFL,5.5,11,80,,Mesocentrotus franciscanus,Red Urchin,Animalia,Echinodermata,Echinoidea,Camarodonta,Strongylocentrotidae,Mesocentrotus,INVERT,URCHINS,MOBILE,SOLITARY
2008,10,10/24/08,CARP,7,CONTROL,SFL,6,15,80,,Mesocentrotus franciscanus,Red Urchin,Animalia,Echinodermata,Echinoidea,Camarodonta,Strongylocentrotidae,Mesocentrotus,INVERT,URCHINS,MOBILE,SOLITARY
2008,10,10/24/08,CARP,7,CONTROL,SFL,6.5,9,80,,Mesocentrotus franciscanus,Red Urchin,Animalia,Echinodermata,Echinoidea,Camarodonta,Strongylocentrotidae,Mesocentrotus,INVERT,URCHINS,MOBILE,SOLITARY
2008,10,10/24/08,CARP,7,CONTROL,SFL,7,9,80,,Mesocentrotus franciscanus,Red Urchin,Animalia,Echinodermata,Echinoidea,Camarodonta,Strongylocentrotidae,Mesocentrotus,INVERT,URCHINS,MOBILE,SOLITARY
2008,10,10/24/08,CARP,7,CONTROL,SFL,7.5,9,80,,Mesocentrotus franciscanus,Red Urchin,Animalia,Echinodermata,Echinoidea,Camarodonta,Strongylocentrotidae,Mesocentrotus,INVERT,URCHINS,MOBILE,SOLITARY
2008,10,10/24/08,CARP,7,CONTROL,SFL,8,6,80,,Mesocentrotus franciscanus,Red Urchin,Animalia,Echinodermata,Echinoidea,Camarodonta,Strongylocentrotidae,Mesocentrotus,INVERT,URCHINS,MOBILE,SOLITARY
2008,10,10/24/08,CARP,7,CONTROL,SFL,8.5,3,80,,Mesocentrotus franciscanus,Red Urchin,Animalia,Echinodermata,Echinoidea,Camarodonta,Strongylocentrotidae,Mesocentrotus,INVERT,URCHINS,MOBILE,SOLITARY
2008,10,10/24/08,CARP,7,CONTROL,SFL,9,1,80,,Mesocentrotus franciscanus,Red Urchin,Animalia,Echinodermata,Echinoidea,Camarodonta,Strongylocentrotidae,Mesocentrotus,INVERT,URCHINS,MOBILE,SOLITARY
2008,10,10/24/08,CARP,7,CONTROL,SFL,9.5,3,80,,Mesocentrotus franciscanus,Red Urchin,Animalia,Echinodermata,Echinoidea,Camarodonta,Strongylocentrotidae,Mesocentrotus,INVERT,URCHINS,MOBILE,SOLITARY
2008,10,10/24/08,CARP,7,CONTROL,SFL,10,1,80,,Mesocentrotus franciscanus,Red Urchin,Animalia,Echinodermata,Echinoidea,Camarodonta,Strongylocentrotidae,Mesocentrotus,INVERT,URCHINS,MOBILE,SOLITARY
2008,10,10/24/08,CARP,9,ANNUAL,SPL,2.5,8,80,,Strongylocentrotus purpuratus,Purple Urchin,Animalia,Echinodermata,Echinoidea,Camarodonta,Strongylocentrotidae,Strongylocentrotus,INVERT,URCHINS,MOBILE,SOLITARY
2008,10,10/24/08,CARP,9,ANNUAL,SPL,3,12,80,,Strongylocentrotus purpuratus,Purple Urchin,Animalia,Echinodermata,Echinoidea,Camarodonta,Strongylocentrotidae,Strongylocentrotus,INVERT,URCHINS,MOBILE,SOLITARY
2008,10,10/24/08,CARP,9,ANNUAL,SPL,3.5,10,80,,Strongylocentrotus purpuratus,Purple Urchin,Animalia,Echinodermata,Echinoidea,Camarodonta,Strongylocentrotidae,Strongylocentrotus,INVERT,URCHINS,MOBILE,SOLITARY
2008,10,10/24/08,CARP,9,ANNUAL,SPL,4,10,80,,Strongylocentrotus purpuratus,Purple Urchin,Animalia,Echinodermata,Echinoidea,Camarodonta,Strongylocentrotidae,Strongylocentrotus,INVERT,URCHINS,MOBILE,SOLITARY
2008,10,10/24/08,CARP,9,ANNUAL,SPL,4.5,5,80,,Strongylocentrotus purpuratus,Purple Urchin,Animalia,Echinodermata,Echinoidea,Camarodonta,Strongylocentrotidae,Strongylocentrotus,INVERT,URCHINS,MOBILE,SOLITARY
2008,10,10/24/08,CARP,9,ANNUAL,SPL,5,2,80,,Strongylocentrotus purpuratus,Purple Urchin,Animalia,Echinodermata,Echinoidea,Camarodonta,Strongylocentrotidae,Strongylocentrotus,INVERT,URCHINS,MOBILE,SOLITARY
2008,10,10/24/08,CARP,9,ANNUAL,SPL,5.5,2,80,,Strongylocentrotus purpuratus,Purple Urchin,Animalia,Echinodermata,Echinoidea,Camarodonta,Strongylocentrotidae,Strongylocentrotus,INVERT,URCHINS,MOBILE,SOLITARY
2008,10,10/24/08,CARP,9,ANNUAL,SPL,6,2,80,,Strongylocentrotus purpuratus,Purple Urchin,Animalia,Echinodermata,Echinoidea,Camarodonta,Strongylocentrotidae,Strongylocentrotus,INVERT,URCHINS,MOBILE,SOLITARY
2008,10,10/24/08,CARP,9,ANNUAL,SFL,4,1,80,,Mesocentrotus franciscanus,Red Urchin,Animalia,Echinodermata,Echinoidea,Camarodonta,Strongylocentrotidae,Mesocentrotus,INVERT,URCHINS,MOBILE,SOLITARY
2008,10,10/24/08,CARP,9,ANNUAL,SFL,6,1,80,,Mesocentrotus franciscanus,Red Urchin,Animalia,Echinodermata,Echinoidea,Camarodonta,Strongylocentrotidae,Mesocentrotus,INVERT,URCHINS,MOBILE,SOLITARY
